human_gene	human_ncbi_gene_id	human_ensembl_gene_id	hgnc_id	mouse_gene	mouse_ncbi_gene_id	mgi_marker_id	source
ABRAXAS2	23172	ENSG00000165660	HGNC:28975	Abraxas2	109359	MGI:1926116	MGI_HOM_ProteinCoding
ABT1	29777	ENSG00000146109	HGNC:17369	Abt1	30946	MGI:1353636	MGI_HOM_ProteinCoding
ABTB1	80325	ENSG00000114626	HGNC:18275	Abtb1	80283	MGI:1933148	MGI_HOM_ProteinCoding
ABTB2	25841	ENSG00000166016	HGNC:23842	Abtb2	99382	MGI:2139365	MGI_HOM_ProteinCoding
ABTB3	121551	ENSG00000151136	HGNC:23844	Abtb3	74007	MGI:1921257	MGI_HOM_ProteinCoding
ACAA2	10449	ENSG00000167315	HGNC:83	Acaa2	52538	MGI:1098623	MGI_HOM_ProteinCoding
ACACA	31	ENSG00000278540	HGNC:84	Acaca	107476	MGI:108451	MGI_HOM_ProteinCoding
ACACB	32	ENSG00000076555	HGNC:85	Acacb	100705	MGI:2140940	MGI_HOM_ProteinCoding
ACAD11	84129	ENSG00000240303	HGNC:30211	Acad11	102632	MGI:2143169	MGI_HOM_ProteinCoding
ACAD8	27034	ENSG00000151498	HGNC:87	Acad8	66948	MGI:1914198	MGI_HOM_ProteinCoding
ACAD9	28976	ENSG00000177646	HGNC:21497	Acad9	229211	MGI:1914272	MGI_HOM_ProteinCoding
ACADL	33	ENSG00000115361	HGNC:88	Acadl	11363	MGI:87866	MGI_HOM_ProteinCoding
ACADM	34	ENSG00000117054	HGNC:89	Acadm	11364	MGI:87867	MGI_HOM_ProteinCoding
ACADS	35	ENSG00000122971	HGNC:90	Acads	11409	MGI:87868	MGI_HOM_ProteinCoding
ACADSB	36	ENSG00000196177	HGNC:91	Acadsb	66885	MGI:1914135	MGI_HOM_ProteinCoding
ACADVL	37	ENSG00000072778	HGNC:92	Acadvl	11370	MGI:895149	MGI_HOM_ProteinCoding
ACAN	176	ENSG00000157766	HGNC:319	Acan	11595	MGI:99602	MGI_HOM_ProteinCoding
ACAP1	9744	ENSG00000072818	HGNC:16467	Acap1	216859	MGI:2388270	MGI_HOM_ProteinCoding
ACAP2	23527	ENSG00000114331	HGNC:16469	Acap2	78618	MGI:1925868	MGI_HOM_ProteinCoding
ACAP3	116983	ENSG00000131584	HGNC:16754	Acap3	140500	MGI:2153589	MGI_HOM_ProteinCoding
ACAT1	38	ENSG00000075239	HGNC:93	Acat1	110446	MGI:87870	MGI_HOM_ProteinCoding
ACBD3	64746	ENSG00000182827	HGNC:15453	Acbd3	170760	MGI:2181074	MGI_HOM_ProteinCoding
ACBD4	79777	ENSG00000181513	HGNC:23337	Acbd4	67131	MGI:1914381	MGI_HOM_ProteinCoding
ACBD5	91452	ENSG00000107897	HGNC:23338	Acbd5	74159	MGI:1921409	MGI_HOM_ProteinCoding
ACBD6	84320	ENSG00000230124	HGNC:23339	Acbd6	72482	MGI:1919732	MGI_HOM_ProteinCoding
ACBD7	414149	ENSG00000176244	HGNC:17715	Acbd7	78245	MGI:1925495	MGI_HOM_ProteinCoding
ACCS	84680	ENSG00000110455	HGNC:23989	Accs	329470	MGI:1919717	MGI_HOM_ProteinCoding
ACCSL	390110	ENSG00000205126	HGNC:34391	Accsl	381411	MGI:3584519	MGI_HOM_ProteinCoding
ACD	65057	ENSG00000102977	HGNC:25070	Acd	497652	MGI:87873	MGI_HOM_ProteinCoding
ACE	1636	ENSG00000159640	HGNC:2707	Ace	11421	MGI:87874	MGI_HOM_ProteinCoding
ACE2	59272	ENSG00000130234	HGNC:13557	Ace2	70008	MGI:1917258	MGI_HOM_ProteinCoding
ACE3P	100129123	ENSG00000224353	HGNC:44365	Ace3	217246	MGI:3644400	MGI_HOM_ProteinCoding
ACER1	125981	ENSG00000167769	HGNC:18356	Acer1	171168	MGI:2181962	MGI_HOM_ProteinCoding
ACER2	340485	ENSG00000177076	HGNC:23675	Acer2	230379	MGI:1920932	MGI_HOM_ProteinCoding
ACER3	55331	ENSG00000078124	HGNC:16066	Acer3	66190	MGI:1913440	MGI_HOM_ProteinCoding
ACHE	43	ENSG00000087085	HGNC:108	Ache	11423	MGI:87876	MGI_HOM_ProteinCoding
ACIN1	22985	ENSG00000100813	HGNC:17066	Acin1	56215	MGI:1891824	MGI_HOM_ProteinCoding
ACKR1	2532	ENSG00000213088	HGNC:4035	Ackr1	13349	MGI:1097689	MGI_HOM_ProteinCoding
ACKR2	1238	ENSG00000144648	HGNC:1565	Ackr2	59289	MGI:1891697	MGI_HOM_ProteinCoding
ACKR3	57007	ENSG00000144476	HGNC:23692	Ackr3	12778	MGI:109562	MGI_HOM_ProteinCoding
ACKR4	51554	ENSG00000129048	HGNC:1611	Ackr4	252837	MGI:2181676	MGI_HOM_ProteinCoding
ACKR5	11318	ENSG00000166856	HGNC:13708	Ackr5	11536	MGI:109545	MGI_HOM_ProteinCoding
ACLY	47	ENSG00000131473	HGNC:115	Acly	104112	MGI:103251	MGI_HOM_ProteinCoding
ACMSD	130013	ENSG00000153086	HGNC:19288	Acmsd	266645	MGI:2386323	MGI_HOM_ProteinCoding
ACO1	48	ENSG00000122729	HGNC:117	Aco1	11428	MGI:87879	MGI_HOM_ProteinCoding
ACO2	50	ENSG00000100412	HGNC:118	Aco2	11429	MGI:87880	MGI_HOM_ProteinCoding
ACOD1	730249	ENSG00000102794	HGNC:33904	Acod1	16365	MGI:103206	MGI_HOM_ProteinCoding
ACOT11	26027	ENSG00000162390	HGNC:18156	Acot11	329910	MGI:1913736	MGI_HOM_ProteinCoding
ACOT12	134526	ENSG00000172497	HGNC:24436	Acot12	74156	MGI:1921406	MGI_HOM_ProteinCoding
ACOT13	55856	ENSG00000112304	HGNC:20999	Acot13	66834	MGI:1914084	MGI_HOM_ProteinCoding
ACOT4	122970	ENSG00000177465	HGNC:19748	Acot4	171282	MGI:2159621	MGI_HOM_ProteinCoding
ACOT6	641372	ENSG00000205669	HGNC:33159	Acot6	217700	MGI:1921287	MGI_HOM_ProteinCoding
ACOT7	11332	ENSG00000097021	HGNC:24157	Acot7	70025	MGI:1917275	MGI_HOM_ProteinCoding
ACOT8	10005	ENSG00000101473	HGNC:15919	Acot8	170789	MGI:2158201	MGI_HOM_ProteinCoding
ACOX1	51	ENSG00000161533	HGNC:119	Acox1	11430	MGI:1330812	MGI_HOM_ProteinCoding
ACOX2	8309	ENSG00000168306	HGNC:120	Acox2	93732	MGI:1934852	MGI_HOM_ProteinCoding
ACOX3	8310	ENSG00000087008	HGNC:121	Acox3	80911	MGI:1933156	MGI_HOM_ProteinCoding
ACOXL	55289	ENSG00000153093	HGNC:25621	Acoxl	74121	MGI:1921371	MGI_HOM_ProteinCoding
ACP1	52	ENSG00000143727	HGNC:122	Acp1	11431	MGI:87881	MGI_HOM_ProteinCoding
ACP2	53	ENSG00000134575	HGNC:123	Acp2	11432	MGI:87882	MGI_HOM_ProteinCoding
ACP3	55	ENSG00000014257	HGNC:125	Acp3	56318	MGI:1928480	MGI_HOM_ProteinCoding
ACP4	93650	ENSG00000142513	HGNC:14376	Acp4	100503991	MGI:3644563	MGI_HOM_ProteinCoding
ACP5	54	ENSG00000102575	HGNC:124	Acp5	11433	MGI:87883	MGI_HOM_ProteinCoding
ACP6	51205	ENSG00000162836	HGNC:29609	Acp6	66659	MGI:1931010	MGI_HOM_ProteinCoding
ACP7	390928	ENSG00000183760	HGNC:33781	Acp7	101744	MGI:2142121	MGI_HOM_ProteinCoding
ACR	49	ENSG00000100312	HGNC:126	Acr	11434	MGI:87884	MGI_HOM_ProteinCoding
ACRBP	84519	ENSG00000111644	HGNC:17195	Acrbp	54137	MGI:1859515	MGI_HOM_ProteinCoding
ACRV1	56	ENSG00000134940	HGNC:127	Acrv1	11451	MGI:104590	MGI_HOM_ProteinCoding
ACSBG1	23205	ENSG00000103740	HGNC:29567	Acsbg1	94180	MGI:2385656	MGI_HOM_ProteinCoding
ACSBG2	81616	ENSG00000130377	HGNC:24174	Acsbg2	328845	MGI:3587728	MGI_HOM_ProteinCoding
ACSF2	80221	ENSG00000167107	HGNC:26101	Acsf2	264895	MGI:2388287	MGI_HOM_ProteinCoding
ACSF3	197322	ENSG00000176715	HGNC:27288	Acsf3	257633	MGI:2182591	MGI_HOM_ProteinCoding
ACSL1	2180	ENSG00000151726	HGNC:3569	Acsl1	14081	MGI:102797	MGI_HOM_ProteinCoding
ACSL3	2181	ENSG00000123983	HGNC:3570	Acsl3	74205	MGI:1921455	MGI_HOM_ProteinCoding
ACSL4	2182	ENSG00000068366	HGNC:3571	Acsl4	50790	MGI:1354713	MGI_HOM_ProteinCoding
ACSL5	51703	ENSG00000197142	HGNC:16526	Acsl5	433256	MGI:1919129	MGI_HOM_ProteinCoding
ACSL6	23305	ENSG00000164398	HGNC:16496	Acsl6	216739	MGI:894291	MGI_HOM_ProteinCoding
ACSM1	116285	ENSG00000166743	HGNC:18049	Acsm1	117147	MGI:2152200	MGI_HOM_ProteinCoding
ACSM3	6296	ENSG00000005187	HGNC:10522	Acsm3	20216	MGI:99538	MGI_HOM_ProteinCoding
ACSM4	341392	ENSG00000215009	HGNC:32016	Acsm4	233801	MGI:2681844	MGI_HOM_ProteinCoding
ACSM5	54988	ENSG00000183549	HGNC:26060	Acsm5	272428	MGI:2444086	MGI_HOM_ProteinCoding
ACSS1	84532	ENSG00000154930	HGNC:16091	Acss1	68738	MGI:1915988	MGI_HOM_ProteinCoding
ACSS2	55902	ENSG00000131069	HGNC:15814	Acss2	60525	MGI:1890410	MGI_HOM_ProteinCoding
ACSS3	79611	ENSG00000111058	HGNC:24723	Acss3	380660	MGI:2685720	MGI_HOM_ProteinCoding
ACTA1	58	ENSG00000143632	HGNC:129	Acta1	11459	MGI:87902	MGI_HOM_ProteinCoding
ACTA2	59	ENSG00000107796	HGNC:130	Acta2	11475	MGI:87909	MGI_HOM_ProteinCoding
ACTB	60	ENSG00000075624	HGNC:132	Actb	11461	MGI:87904	MGI_HOM_ProteinCoding
ACTBL2	345651	ENSG00000169067	HGNC:17780	Actbl2	238880	MGI:2444552	MGI_HOM_ProteinCoding
ACTC1	70	ENSG00000159251	HGNC:143	Actc1	11464	MGI:87905	MGI_HOM_ProteinCoding
ACTE1P	399923	ENSG00000172900	HGNC:51491	Acte1	102636989	MGI:2685344	MGI_HOM_ProteinCoding
ACTG1	71	ENSG00000184009	HGNC:144	Actg1	11465	MGI:87906	MGI_HOM_ProteinCoding
ACTG2	72	ENSG00000163017	HGNC:145	Actg2	11468	MGI:104589	MGI_HOM_ProteinCoding
ACTL10	170487	ENSG00000288649	HGNC:16127	Actl10	70362	MGI:1917612	MGI_HOM_ProteinCoding
ACTL11P	389120	ENSG00000234667	HGNC:44626	Actl11	67722	MGI:1914972	MGI_HOM_ProteinCoding
ACTL6A	86	ENSG00000136518	HGNC:24124	Actl6a	56456	MGI:1861453	MGI_HOM_ProteinCoding
ACTL6B	51412	ENSG00000077080	HGNC:160	Actl6b	83766	MGI:1933548	MGI_HOM_ProteinCoding
ACTL7A	10881	ENSG00000187003	HGNC:161	Actl7a	11470	MGI:1343051	MGI_HOM_ProteinCoding
ACTL7B	10880	ENSG00000148156	HGNC:162	Actl7b	11471	MGI:1343053	MGI_HOM_ProteinCoding
ACTL9	284382	ENSG00000181786	HGNC:28494	Actl9	69481	MGI:1916731	MGI_HOM_ProteinCoding
ACTMAP	284325	ENSG00000188493	HGNC:24758	Actmap	414069	MGI:3041247	MGI_HOM_ProteinCoding
ACTN1	87	ENSG00000072110	HGNC:163	Actn1	109711	MGI:2137706	MGI_HOM_ProteinCoding
ACTN2	88	ENSG00000077522	HGNC:164	Actn2	11472	MGI:109192	MGI_HOM_ProteinCoding
ACTN3	89	ENSG00000248746	HGNC:165	Actn3	11474	MGI:99678	MGI_HOM_ProteinCoding
ACTN4	81	ENSG00000130402	HGNC:166	Actn4	60595	MGI:1890773	MGI_HOM_ProteinCoding
ACTR10	55860	ENSG00000131966	HGNC:17372	Actr10	56444	MGI:1891654	MGI_HOM_ProteinCoding
ACTR1A	10121	ENSG00000138107	HGNC:167	Actr1a	54130	MGI:1858964	MGI_HOM_ProteinCoding
ACTR1B	10120	ENSG00000115073	HGNC:168	Actr1b	226977	MGI:1917446	MGI_HOM_ProteinCoding
ACTR2	10097	ENSG00000138071	HGNC:169	Actr2	66713	MGI:1913963	MGI_HOM_ProteinCoding
ACTR3	10096	ENSG00000115091	HGNC:170	Actr3	74117	MGI:1921367	MGI_HOM_ProteinCoding
ACTR3B	57180	ENSG00000133627	HGNC:17256	Actr3b	242894	MGI:2661120	MGI_HOM_ProteinCoding
ACTR5	79913	ENSG00000101442	HGNC:14671	Actr5	109275	MGI:1924748	MGI_HOM_ProteinCoding
ACTR6	64431	ENSG00000075089	HGNC:24025	Actr6	67019	MGI:1914269	MGI_HOM_ProteinCoding
ACTR8	93973	ENSG00000113812	HGNC:14672	Actr8	56249	MGI:1860775	MGI_HOM_ProteinCoding
ACTRT1	139741	ENSG00000123165	HGNC:24027	Actrt1	73360	MGI:1920610	MGI_HOM_ProteinCoding
ACTRT2	140625	ENSG00000169717	HGNC:24026	Actrt2	73353	MGI:1920603	MGI_HOM_ProteinCoding
ACTRT3	84517	ENSG00000184378	HGNC:24022	Actrt3	76652	MGI:1923902	MGI_HOM_ProteinCoding
ACVR1	90	ENSG00000115170	HGNC:171	Acvr1	11477	MGI:87911	MGI_HOM_ProteinCoding
ACVR1B	91	ENSG00000135503	HGNC:172	Acvr1b	11479	MGI:1338944	MGI_HOM_ProteinCoding
ACVR1C	130399	ENSG00000123612	HGNC:18123	Acvr1c	269275	MGI:2661081	MGI_HOM_ProteinCoding
ACVR2A	92	ENSG00000121989	HGNC:173	Acvr2a	11480	MGI:102806	MGI_HOM_ProteinCoding
ACVR2B	93	ENSG00000114739	HGNC:174	Acvr2b	11481	MGI:87912	MGI_HOM_ProteinCoding
ACVRL1	94	ENSG00000139567	HGNC:175	Acvrl1	11482	MGI:1338946	MGI_HOM_ProteinCoding
ACY1	95	ENSG00000243989	HGNC:177	Acy1	109652	MGI:87913	MGI_HOM_ProteinCoding
ACY3	91703	ENSG00000132744	HGNC:24104	Acy3	71670	MGI:1918920	MGI_HOM_ProteinCoding
ACYP1	97	ENSG00000119640	HGNC:179	Acyp1	66204	MGI:1913454	MGI_HOM_ProteinCoding
ACYP2	98	ENSG00000170634	HGNC:180	Acyp2	75572	MGI:1922822	MGI_HOM_ProteinCoding
ADA	100	ENSG00000196839	HGNC:186	Ada	11486	MGI:87916	MGI_HOM_ProteinCoding
ADAD1	132612	ENSG00000164113	HGNC:30713	Adad1	21744	MGI:103258	MGI_HOM_ProteinCoding
ADAD2	161931	ENSG00000140955	HGNC:30714	Adad2	75773	MGI:1923023	MGI_HOM_ProteinCoding
ADAM10	102	ENSG00000137845	HGNC:188	Adam10	11487	MGI:109548	MGI_HOM_ProteinCoding
ADAM11	4185	ENSG00000073670	HGNC:189	Adam11	11488	MGI:1098667	MGI_HOM_ProteinCoding
ADAM12	8038	ENSG00000148848	HGNC:190	Adam12	11489	MGI:105378	MGI_HOM_ProteinCoding
ADAM15	8751	ENSG00000143537	HGNC:193	Adam15	11490	MGI:1333882	MGI_HOM_ProteinCoding
ADAM17	6868	ENSG00000151694	HGNC:195	Adam17	11491	MGI:1096335	MGI_HOM_ProteinCoding
ADAM18	8749	ENSG00000168619	HGNC:196	Adam18	13524	MGI:105986	MGI_HOM_ProteinCoding
ADAM19	8728	ENSG00000135074	HGNC:197	Adam19	11492	MGI:105377	MGI_HOM_ProteinCoding
ADAM1A	8759	ENSG00000229186	HGNC:187	Adam1a	280668	MGI:2429504	MGI_HOM_ProteinCoding
ADAM1B	100420505	ENSG00000226469	HGNC:44366	Adam1b	280667	MGI:2429506	MGI_HOM_ProteinCoding
ADAM2	2515	ENSG00000104755	HGNC:198	Adam2	11495	MGI:1340894	MGI_HOM_ProteinCoding
ADAM21	8747	ENSG00000139985	HGNC:200	Adam21	56622	MGI:1861229	MGI_HOM_ProteinCoding
ADAM22	53616	ENSG00000008277	HGNC:201	Adam22	11496	MGI:1340046	MGI_HOM_ProteinCoding
ADAM23	8745	ENSG00000114948	HGNC:202	Adam23	23792	MGI:1345162	MGI_HOM_ProteinCoding
ADAM24P	646479	ENSG00000214607	HGNC:203	Adam24	13526	MGI:105984	MGI_HOM_ProteinCoding
ADAM28	10863	ENSG00000042980	HGNC:206	Adam28	13522	MGI:105988	MGI_HOM_ProteinCoding
ADAM29	11086	ENSG00000168594	HGNC:207	Adam29	244486	MGI:2676326	MGI_HOM_ProteinCoding
ADAM3A	1587	ENSG00000197475	HGNC:209	Adam3	11497	MGI:102518	MGI_HOM_ProteinCoding
ADAM30	11085	ENSG00000134249	HGNC:208	Adam30	71078	MGI:1918328	MGI_HOM_ProteinCoding
ADAM32	203102	ENSG00000197140	HGNC:15479	Adam32	353188	MGI:2653822	MGI_HOM_ProteinCoding
ADAM33	80332	ENSG00000149451	HGNC:15478	Adam33	110751	MGI:1341813	MGI_HOM_ProteinCoding
ADAM5	255926	ENSG00000196115	HGNC:212	Adam5	11499	MGI:104730	MGI_HOM_ProteinCoding
ADAM6	8755	ENSG00000271968	HGNC:213	Adam6a	238406	MGI:2676316	MGI_HOM_ProteinCoding
ADAM7	8756	ENSG00000069206	HGNC:214	Adam7	11500	MGI:107247	MGI_HOM_ProteinCoding
ADAM8	101	ENSG00000151651	HGNC:215	Adam8	11501	MGI:107825	MGI_HOM_ProteinCoding
ADAM9	8754	ENSG00000168615	HGNC:216	Adam9	11502	MGI:105376	MGI_HOM_ProteinCoding
ADAMDEC1	27299	ENSG00000134028	HGNC:16299	Adamdec1	58860	MGI:1917650	MGI_HOM_ProteinCoding
ADAMTS1	9510	ENSG00000154734	HGNC:217	Adamts1	11504	MGI:109249	MGI_HOM_ProteinCoding
ADAMTS10	81794	ENSG00000142303	HGNC:13201	Adamts10	224697	MGI:2449112	MGI_HOM_ProteinCoding
ADAMTS12	81792	ENSG00000151388	HGNC:14605	Adamts12	239337	MGI:2146046	MGI_HOM_ProteinCoding
ADAMTS13	11093	ENSG00000160323	HGNC:1366	Adamts13	279028	MGI:2685556	MGI_HOM_ProteinCoding
ADAMTS14	140766	ENSG00000138316	HGNC:14899	Adamts14	237360	MGI:2179942	MGI_HOM_ProteinCoding
ADAMTS15	170689	ENSG00000166106	HGNC:16305	Adamts15	235130	MGI:2449569	MGI_HOM_ProteinCoding
ADAMTS16	170690	ENSG00000145536	HGNC:17108	Adamts16	271127	MGI:2429637	MGI_HOM_ProteinCoding
ADAMTS17	170691	ENSG00000140470	HGNC:17109	Adamts17	233332	MGI:3588195	MGI_HOM_ProteinCoding
ADAMTS18	170692	ENSG00000140873	HGNC:17110	Adamts18	208936	MGI:2442600	MGI_HOM_ProteinCoding
ADAMTS19	171019	ENSG00000145808	HGNC:17111	Adamts19	240322	MGI:2442875	MGI_HOM_ProteinCoding
ADAMTS2	9509	ENSG00000087116	HGNC:218	Adamts2	216725	MGI:1347356	MGI_HOM_ProteinCoding
ADAMTS20	80070	ENSG00000173157	HGNC:17178	Adamts20	223838	MGI:2660628	MGI_HOM_ProteinCoding
ADAMTS3	9508	ENSG00000156140	HGNC:219	Adamts3	330119	MGI:3045353	MGI_HOM_ProteinCoding
ADAMTS4	9507	ENSG00000158859	HGNC:220	Adamts4	240913	MGI:1339949	MGI_HOM_ProteinCoding
ADAMTS5	11096	ENSG00000154736	HGNC:221	Adamts5	23794	MGI:1346321	MGI_HOM_ProteinCoding
ADAMTS6	11174	ENSG00000049192	HGNC:222	Adamts6	108154	MGI:1347348	MGI_HOM_ProteinCoding
ADAMTS7	11173	ENSG00000136378	HGNC:223	Adamts7	108153	MGI:1347346	MGI_HOM_ProteinCoding
ADAMTS8	11095	ENSG00000134917	HGNC:224	Adamts8	30806	MGI:1353468	MGI_HOM_ProteinCoding
ADAMTS9	56999	ENSG00000163638	HGNC:13202	Adamts9	101401	MGI:1916320	MGI_HOM_ProteinCoding
ADAMTSL1	92949	ENSG00000178031	HGNC:14632	Adamtsl1	77739	MGI:1924989	MGI_HOM_ProteinCoding
ADAMTSL2	9719	ENSG00000197859	HGNC:14631	Adamtsl2	77794	MGI:1925044	MGI_HOM_ProteinCoding
ADAMTSL3	57188	ENSG00000156218	HGNC:14633	Adamtsl3	269959	MGI:3028499	MGI_HOM_ProteinCoding
ADAMTSL4	54507	ENSG00000143382	HGNC:19706	Adamtsl4	229595	MGI:2389008	MGI_HOM_ProteinCoding
ADAMTSL5	339366	ENSG00000185761	HGNC:27912	Adamtsl5	66548	MGI:1913798	MGI_HOM_ProteinCoding
ADAP1	11033	ENSG00000105963	HGNC:16486	Adap1	231821	MGI:2442201	MGI_HOM_ProteinCoding
ADAP2	55803	ENSG00000184060	HGNC:16487	Adap2	216991	MGI:2663075	MGI_HOM_ProteinCoding
ADAR	103	ENSG00000160710	HGNC:225	Adar	56417	MGI:1889575	MGI_HOM_ProteinCoding
ADARB1	104	ENSG00000197381	HGNC:226	Adarb1	110532	MGI:891999	MGI_HOM_ProteinCoding
ADARB2	105	ENSG00000185736	HGNC:227	Adarb2	94191	MGI:2151118	MGI_HOM_ProteinCoding
ADAT1	23536	ENSG00000065457	HGNC:228	Adat1	30947	MGI:1353631	MGI_HOM_ProteinCoding
ADAT2	134637	ENSG00000189007	HGNC:21172	Adat2	66757	MGI:1914007	MGI_HOM_ProteinCoding
ADAT3	113179	ENSG00000213638	HGNC:25151	Adat3	100113398	MGI:1924344	MGI_HOM_ProteinCoding
ADCK1	57143	ENSG00000063761	HGNC:19038	Adck1	72113	MGI:1919363	MGI_HOM_ProteinCoding
ADCK2	90956	ENSG00000133597	HGNC:19039	Adck2	57869	MGI:1889336	MGI_HOM_ProteinCoding
ADCK5	203054	ENSG00000173137	HGNC:21738	Adck5	268822	MGI:2679274	MGI_HOM_ProteinCoding
ADCY1	107	ENSG00000164742	HGNC:232	Adcy1	432530	MGI:99677	MGI_HOM_ProteinCoding
ADCY10	55811	ENSG00000143199	HGNC:21285	Adcy10	271639	MGI:2660854	MGI_HOM_ProteinCoding
ADCY2	108	ENSG00000078295	HGNC:233	Adcy2	210044	MGI:99676	MGI_HOM_ProteinCoding
ADCY3	109	ENSG00000138031	HGNC:234	Adcy3	104111	MGI:99675	MGI_HOM_ProteinCoding
ADCY4	196883	ENSG00000129467	HGNC:235	Adcy4	104110	MGI:99674	MGI_HOM_ProteinCoding
ADCY5	111	ENSG00000173175	HGNC:236	Adcy5	224129	MGI:99673	MGI_HOM_ProteinCoding
ADCY6	112	ENSG00000174233	HGNC:237	Adcy6	11512	MGI:87917	MGI_HOM_ProteinCoding
ADCY7	113	ENSG00000121281	HGNC:238	Adcy7	11513	MGI:102891	MGI_HOM_ProteinCoding
ADCY8	114	ENSG00000155897	HGNC:239	Adcy8	11514	MGI:1341110	MGI_HOM_ProteinCoding
ADCY9	115	ENSG00000162104	HGNC:240	Adcy9	11515	MGI:108450	MGI_HOM_ProteinCoding
ADCYAP1	116	ENSG00000141433	HGNC:241	Adcyap1	11516	MGI:105094	MGI_HOM_ProteinCoding
ADCYAP1R1	117	ENSG00000078549	HGNC:242	Adcyap1r1	11517	MGI:108449	MGI_HOM_ProteinCoding
ADD1	118	ENSG00000087274	HGNC:243	Add1	11518	MGI:87918	MGI_HOM_ProteinCoding
ADD2	119	ENSG00000075340	HGNC:244	Add2	11519	MGI:87919	MGI_HOM_ProteinCoding
ADD3	120	ENSG00000148700	HGNC:245	Add3	27360	MGI:1351615	MGI_HOM_ProteinCoding
ADGB	79747	ENSG00000118492	HGNC:21212	Adgb	215772	MGI:3605549	MGI_HOM_ProteinCoding
ADGRA1	84435	ENSG00000197177	HGNC:13838	Adgra1	52389	MGI:1277167	MGI_HOM_ProteinCoding
ADGRA2	25960	ENSG00000020181	HGNC:17849	Adgra2	78560	MGI:1925810	MGI_HOM_ProteinCoding
ADGRA3	166647	ENSG00000152990	HGNC:13839	Adgra3	70693	MGI:1917943	MGI_HOM_ProteinCoding
ADGRB1	575	ENSG00000181790	HGNC:943	Adgrb1	107831	MGI:1933736	MGI_HOM_ProteinCoding
ADGRB2	576	ENSG00000121753	HGNC:944	Adgrb2	230775	MGI:2451244	MGI_HOM_ProteinCoding
ADGRB3	577	ENSG00000135298	HGNC:945	Adgrb3	210933	MGI:2441837	MGI_HOM_ProteinCoding
ADGRD1	283383	ENSG00000111452	HGNC:19893	Adgrd1	243277	MGI:3041203	MGI_HOM_ProteinCoding
ADGRE1	2015	ENSG00000174837	HGNC:3336	Adgre1	13733	MGI:106912	MGI_HOM_ProteinCoding
ADGRE4P	326342	ENSG00000268758	HGNC:19240	Adgre4	52614	MGI:1196464	MGI_HOM_ProteinCoding
ADGRF1	266977	ENSG00000153292	HGNC:18990	Adgrf1	77596	MGI:1924846	MGI_HOM_ProteinCoding
ADGRF2P	222611	ENSG00000164393	HGNC:18991	Adgrf2	435529	MGI:2182728	MGI_HOM_ProteinCoding
ADGRF3	165082	ENSG00000173567	HGNC:18989	Adgrf3	381628	MGI:2685887	MGI_HOM_ProteinCoding
ADGRF4	221393	ENSG00000153294	HGNC:19011	Adgrf4	78249	MGI:1925499	MGI_HOM_ProteinCoding
ADGRF5	221395	ENSG00000069122	HGNC:19030	Adgrf5	224792	MGI:2182928	MGI_HOM_ProteinCoding
ADGRG1	9289	ENSG00000205336	HGNC:4512	Adgrg1	14766	MGI:1340051	MGI_HOM_ProteinCoding
ADGRG2	10149	ENSG00000173698	HGNC:4516	Adgrg2	237175	MGI:2446854	MGI_HOM_ProteinCoding
ADGRG3	222487	ENSG00000182885	HGNC:13728	Adgrg3	54672	MGI:1859670	MGI_HOM_ProteinCoding
ADGRG4	139378	ENSG00000156920	HGNC:18992	Adgrg4	236798	MGI:2685213	MGI_HOM_ProteinCoding
ADGRG5	221188	ENSG00000159618	HGNC:19010	Adgrg5	382045	MGI:2685955	MGI_HOM_ProteinCoding
ADGRG6	57211	ENSG00000112414	HGNC:13841	Adgrg6	215798	MGI:1916151	MGI_HOM_ProteinCoding
ADGRG7	84873	ENSG00000144820	HGNC:19241	Adgrg7	239853	MGI:2441732	MGI_HOM_ProteinCoding
ADGRL1	22859	ENSG00000072071	HGNC:20973	Adgrl1	330814	MGI:1929461	MGI_HOM_ProteinCoding
ADGRL2	23266	ENSG00000117114	HGNC:18582	Adgrl2	99633	MGI:2139714	MGI_HOM_ProteinCoding
ADGRL3	23284	ENSG00000150471	HGNC:20974	Adgrl3	319387	MGI:2441950	MGI_HOM_ProteinCoding
ADGRL4	64123	ENSG00000162618	HGNC:20822	Adgrl4	170757	MGI:2655562	MGI_HOM_ProteinCoding
ADGRV1	84059	ENSG00000164199	HGNC:17416	Adgrv1	110789	MGI:1274784	MGI_HOM_ProteinCoding
ADH4	127	ENSG00000198099	HGNC:252	Adh4	26876	MGI:1349472	MGI_HOM_ProteinCoding
ADH5	128	ENSG00000197894	HGNC:253	Adh5	11532	MGI:87929	MGI_HOM_ProteinCoding
ADH7	131	ENSG00000196344	HGNC:256	Adh7	11529	MGI:87926	MGI_HOM_ProteinCoding
ADHFE1	137872	ENSG00000147576	HGNC:16354	Adhfe1	76187	MGI:1923437	MGI_HOM_ProteinCoding
ADI1	55256	ENSG00000182551	HGNC:30576	Adi1	104923	MGI:2144929	MGI_HOM_ProteinCoding
ADIG	149685	ENSG00000182035	HGNC:28606	Adig	246747	MGI:2675492	MGI_HOM_ProteinCoding
ADIPOQ	9370	ENSG00000181092	HGNC:13633	Adipoq	11450	MGI:106675	MGI_HOM_ProteinCoding
ADIPOR1	51094	ENSG00000159346	HGNC:24040	Adipor1	72674	MGI:1919924	MGI_HOM_ProteinCoding
